INCOME,INCOME_TYPE,User,EDUCATION_TYPE
202500,Working,5029579,Secondary / secondary special
202500,Working,5029578,Secondary / secondary special
202500,Working,5029577,Secondary / secondary special
202500,Working,5029576,Secondary / secondary special
202500,Working,5029575,Secondary / secondary special
202500,Working,5029574,Secondary / secondary special
337500,Commercial associate,5029572,Higher education
270000,Commercial associate,5029568,Secondary / secondary special
270000,Commercial associate,5029567,Secondary / secondary special
270000,Commercial associate,5029566,Secondary / secondary special
202500,Working,5029565,Secondary / secondary special
202500,Working,5029562,Secondary / secondary special
202500,Working,5029561,Secondary / secondary special
202500,Working,5029560,Secondary / secondary special
135000,Working,5029550,Secondary / secondary special
135000,Working,5029549,Secondary / secondary special
135000,Working,5029546,Secondary / secondary special
202500,Commercial associate,5029540,Secondary / secondary special
112500,Working,5029539,Higher education
112500,Working,5029538,Higher education
112500,Working,5029537,Higher education
112500,Working,5029536,Higher education
112500,Working,5029535,Higher education
81000,Working,5029534,Higher education
81000,Working,5029533,Higher education
81000,Working,5029532,Higher education
81000,Working,5029531,Higher education
225000,Commercial associate,5029528,Higher education
153000,State servant,5029518,Secondary / secondary special
153000,State servant,5029517,Secondary / secondary special
153000,State servant,5029516,Secondary / secondary special
153000,State servant,5029514,Secondary / secondary special
153000,State servant,5029513,Secondary / secondary special
247500,Working,5029491,Secondary / secondary special
247500,Working,5029490,Secondary / secondary special
247500,Working,5029489,Secondary / secondary special
247500,Working,5029488,Secondary / secondary special
247500,Working,5029487,Secondary / secondary special
247500,Working,5029485,Secondary / secondary special
180000,Working,5029481,Secondary / secondary special
112500,Commercial associate,5029467,Higher education
112500,Commercial associate,5029466,Higher education
112500,Commercial associate,5029465,Higher education
112500,Commercial associate,5029464,Higher education
112500,Commercial associate,5029463,Higher education
112500,Commercial associate,5029462,Higher education
112500,Commercial associate,5029461,Higher education
112500,Commercial associate,5029460,Higher education
112500,Commercial associate,5029459,Higher education
112500,Commercial associate,5029458,Higher education
112500,Commercial associate,5029457,Higher education
112500,Commercial associate,5029456,Higher education
225000,Working,5029453,Higher education
225000,Working,5029452,Higher education
225000,Working,5029451,Higher education
225000,Working,5029450,Higher education
225000,Working,5029449,Higher education
225000,Working,5029448,Higher education
225000,Working,5029447,Higher education
225000,Working,5029443,Higher education
225000,Working,5029442,Higher education
225000,Working,5029441,Higher education
225000,Working,5029440,Higher education
225000,Working,5029439,Higher education
225000,Working,5029438,Higher education
225000,Working,5029437,Higher education
225000,Working,5029436,Higher education
225000,Working,5029435,Higher education
135000,Working,5029433,Secondary / secondary special
135000,Working,5029432,Secondary / secondary special
135000,Working,5029431,Secondary / secondary special
135000,Working,5029430,Secondary / secondary special
135000,Working,5029429,Secondary / secondary special
135000,Working,5029428,Secondary / secondary special
126000,Working,5029427,Secondary / secondary special
315000,State servant,5029425,Secondary / secondary special
315000,State servant,5029424,Secondary / secondary special
315000,State servant,5029423,Secondary / secondary special
315000,State servant,5029422,Secondary / secondary special
315000,State servant,5029421,Secondary / secondary special
315000,State servant,5029420,Secondary / secondary special
315000,State servant,5029419,Secondary / secondary special
315000,State servant,5029418,Secondary / secondary special
315000,State servant,5029417,Secondary / secondary special
315000,State servant,5029416,Secondary / secondary special
315000,State servant,5029415,Secondary / secondary special
315000,State servant,5029414,Secondary / secondary special
315000,State servant,5029413,Secondary / secondary special
315000,State servant,5029412,Secondary / secondary special
90000,State servant,5029411,Secondary / secondary special
90000,State servant,5029410,Secondary / secondary special
90000,State servant,5029409,Secondary / secondary special
90000,State servant,5029408,Secondary / secondary special
90000,State servant,5029407,Secondary / secondary special
135000,Working,5029406,Higher education
135000,Working,5029405,Higher education
135000,Working,5029404,Higher education
135000,Working,5029402,Higher education
135000,Working,5029397,Higher education
252000,Working,5029394,Higher education
252000,Working,5029393,Higher education
157500,Working,5029370,Secondary / secondary special
157500,Working,5029369,Secondary / secondary special
157500,Working,5029368,Secondary / secondary special
157500,Working,5029367,Secondary / secondary special
157500,Working,5029366,Secondary / secondary special
157500,Working,5029365,Secondary / secondary special
157500,Working,5029364,Secondary / secondary special
360000,Working,5029363,Secondary / secondary special
360000,Working,5029362,Secondary / secondary special
360000,Working,5029361,Secondary / secondary special
360000,Working,5029360,Secondary / secondary special
360000,Working,5029359,Secondary / secondary special
360000,Working,5029358,Secondary / secondary special
360000,Working,5029357,Secondary / secondary special
270000,Commercial associate,5029356,Higher education
270000,Commercial associate,5029354,Higher education
270000,Commercial associate,5029353,Higher education
270000,Working,5029352,Higher education
270000,Working,5029351,Higher education
270000,Working,5029350,Higher education
270000,Working,5029349,Higher education
270000,Working,5029348,Higher education
270000,Working,5029347,Higher education
270000,Working,5029346,Higher education
270000,Working,5029345,Higher education
81000,Working,5029338,Secondary / secondary special
225000,Working,5029336,Secondary / secondary special
225000,Working,5029335,Secondary / secondary special
225000,Working,5029333,Secondary / secondary special
225000,Working,5029331,Secondary / secondary special
135000,Working,5029317,Secondary / secondary special
225000,State servant,5029316,Secondary / secondary special
225000,State servant,5029315,Secondary / secondary special
225000,State servant,5029314,Secondary / secondary special
157500,Working,5029313,Secondary / secondary special
157500,Working,5029312,Secondary / secondary special
180000,State servant,5029309,Secondary / secondary special
180000,State servant,5029308,Secondary / secondary special
157500,Working,5029306,Secondary / secondary special
157500,Working,5029305,Secondary / secondary special
157500,Working,5029304,Secondary / secondary special
247500,Working,5029300,Incomplete higher
247500,Working,5029299,Incomplete higher
247500,Working,5029298,Incomplete higher
112500,Commercial associate,5029275,Secondary / secondary special
116653.5,Commercial associate,5029274,Secondary / secondary special
116653.5,Commercial associate,5029273,Secondary / secondary special
116653.5,Commercial associate,5029272,Secondary / secondary special
112500,Working,5029271,Secondary / secondary special
225000,Working,5029270,Higher education
225000,Working,5029269,Higher education
225000,Working,5029268,Higher education
225000,Working,5029267,Higher education
225000,Working,5029266,Higher education
225000,Working,5029265,Higher education
225000,Working,5029264,Higher education
225000,Working,5029263,Higher education
225000,Working,5029262,Higher education
225000,Working,5029261,Higher education
225000,Working,5029260,Higher education
225000,Working,5029259,Higher education
225000,Working,5029258,Higher education
225000,Working,5029257,Higher education
225000,Working,5029256,Higher education
157500,Working,5029255,Higher education
157500,Working,5029254,Higher education
157500,Working,5029253,Higher education
157500,Working,5029252,Higher education
157500,Working,5029251,Higher education
157500,Working,5029249,Higher education
135000,Commercial associate,5029248,Secondary / secondary special
90000,Working,5029245,Secondary / secondary special
90000,Working,5029244,Secondary / secondary special
180000,Working,5029234,Secondary / secondary special
180000,Working,5029233,Secondary / secondary special
180000,Working,5029232,Secondary / secondary special
180000,Working,5029231,Secondary / secondary special
180000,Working,5029230,Secondary / secondary special
180000,Working,5029228,Secondary / secondary special
180000,Working,5029227,Secondary / secondary special
126000,Working,5029216,Secondary / secondary special
126000,Working,5029214,Secondary / secondary special
90000,Commercial associate,5029200,Secondary / secondary special
90000,Commercial associate,5029199,Secondary / secondary special
103500,Working,5029198,Secondary / secondary special
94500,Working,5029195,Secondary / secondary special
225000,Working,5029194,Secondary / secondary special
135000,Commercial associate,5029193,Secondary / secondary special
202500,Working,5029191,Secondary / secondary special
112500,Commercial associate,5029190,Secondary / secondary special
252000,State servant,5029189,Secondary / secondary special
193500,State servant,5029188,Higher education
108000,Working,5029184,Secondary / secondary special
135000,Commercial associate,5029183,Secondary / secondary special
202500,Working,5029182,Secondary / secondary special
157500,Commercial associate,5029181,Secondary / secondary special
157500,Commercial associate,5029180,Secondary / secondary special
130500,Working,5029176,Secondary / secondary special
202500,Working,5029175,Secondary / secondary special
315000,Commercial associate,5029173,Secondary / secondary special
225000,Commercial associate,5029171,Secondary / secondary special
202500,Working,5029169,Secondary / secondary special
360000,Commercial associate,5029166,Secondary / secondary special
157500,Working,5029163,Secondary / secondary special
180000,Commercial associate,5029162,Secondary / secondary special
157500,Commercial associate,5029161,Higher education
247500,Commercial associate,5029159,Higher education
247500,Commercial associate,5029158,Higher education
202500,Working,5029157,Higher education
90000,Working,5029151,Secondary / secondary special
225000,Working,5029149,Secondary / secondary special
207000,Working,5029142,Secondary / secondary special
162000,Working,5029141,Secondary / secondary special
360000,Commercial associate,5029139,Secondary / secondary special
360000,Commercial associate,5029138,Secondary / secondary special
360000,Commercial associate,5029137,Secondary / secondary special
180000,Commercial associate,5029136,Secondary / secondary special
337500,State servant,5029135,Higher education
337500,State servant,5029134,Higher education
337500,State servant,5029133,Higher education
337500,State servant,5029132,Higher education
337500,State servant,5029131,Higher education
123750,Working,5029130,Secondary / secondary special
123750,Working,5029129,Secondary / secondary special
123750,Working,5029128,Secondary / secondary special
123750,Working,5029127,Secondary / secondary special
123750,Working,5029125,Secondary / secondary special
123750,Working,5029124,Secondary / secondary special
123750,Working,5029122,Secondary / secondary special
123750,Working,5029121,Secondary / secondary special
123750,Working,5029120,Secondary / secondary special
225000,State servant,5029119,Higher education
225000,State servant,5029118,Higher education
225000,State servant,5029117,Higher education
225000,State servant,5029116,Higher education
225000,State servant,5029114,Higher education
225000,State servant,5029113,Higher education
225000,State servant,5029112,Higher education
225000,State servant,5029111,Higher education
315000,State servant,5029109,Secondary / secondary special
315000,State servant,5029108,Secondary / secondary special
315000,State servant,5029107,Secondary / secondary special
315000,State servant,5029106,Secondary / secondary special
315000,State servant,5029105,Secondary / secondary special
135000,Working,5029103,Higher education
135000,Working,5029102,Higher education
135000,Working,5029101,Higher education
135000,Working,5029100,Higher education
135000,Working,5029099,Higher education
135000,Working,5029098,Higher education
135000,Working,5029097,Higher education
135000,Working,5029096,Higher education
202500,Working,5029083,Higher education
135000,Working,5029081,Incomplete higher
135000,Working,5029080,Incomplete higher
135000,Working,5029079,Incomplete higher
135000,Working,5029078,Incomplete higher
135000,Working,5029077,Incomplete higher
135000,Working,5029076,Incomplete higher
135000,Working,5029075,Secondary / secondary special
202500,State servant,5029074,Secondary / secondary special
202500,State servant,5029073,Secondary / secondary special
202500,State servant,5029072,Secondary / secondary special
202500,State servant,5029071,Secondary / secondary special
675000,Commercial associate,5029062,Higher education
675000,Commercial associate,5029061,Higher education
675000,Commercial associate,5029060,Higher education
675000,Commercial associate,5029059,Higher education
675000,Commercial associate,5029058,Higher education
675000,Commercial associate,5029057,Higher education
675000,Commercial associate,5029056,Higher education
675000,Commercial associate,5029054,Higher education
675000,Commercial associate,5029053,Higher education
675000,Commercial associate,5029052,Higher education
675000,Commercial associate,5029051,Higher education
157500,Working,5029034,Secondary / secondary special
157500,Working,5029033,Secondary / secondary special
157500,Working,5029032,Secondary / secondary special
67500,Working,5029031,Secondary / secondary special
90000,Working,5029028,Lower secondary
135000,Working,5029026,Secondary / secondary special
292500,Working,5029025,Secondary / secondary special
292500,Working,5029024,Secondary / secondary special
81000,Working,5029019,Secondary / secondary special
112500,Working,5029018,Secondary / secondary special
112500,Working,5029017,Secondary / secondary special
112500,Working,5029016,Secondary / secondary special
112500,Working,5029015,Secondary / secondary special
112500,Working,5029014,Secondary / secondary special
112500,Working,5029013,Secondary / secondary special
112500,Working,5029010,Secondary / secondary special
112500,Working,5029009,Secondary / secondary special
112500,Working,5029008,Secondary / secondary special
252000,Working,5029006,Secondary / secondary special
252000,Working,5029005,Secondary / secondary special
81000,Working,5028991,Lower secondary
81000,Working,5028990,Lower secondary
81000,Working,5028989,Lower secondary
193500,Working,5028987,Secondary / secondary special
193500,Working,5028986,Secondary / secondary special
193500,Working,5028984,Secondary / secondary special
193500,Working,5028983,Secondary / secondary special
180000,Commercial associate,5028982,Secondary / secondary special
180000,Commercial associate,5028981,Secondary / secondary special
180000,Commercial associate,5028980,Secondary / secondary special
180000,Commercial associate,5028979,Secondary / secondary special
180000,Commercial associate,5028978,Secondary / secondary special
180000,Commercial associate,5028977,Secondary / secondary special
180000,Commercial associate,5028976,Secondary / secondary special
180000,Commercial associate,5028975,Secondary / secondary special
180000,Commercial associate,5028974,Secondary / secondary special
103500,Working,5028952,Secondary / secondary special
103500,Working,5028951,Secondary / secondary special
225000,Working,5028942,Secondary / secondary special
225000,Working,5028941,Secondary / secondary special
225000,Working,5028940,Secondary / secondary special
225000,Working,5028934,Secondary / secondary special
225000,Working,5028933,Secondary / secondary special
225000,Working,5028932,Secondary / secondary special
112500,Working,5028931,Secondary / secondary special
112500,Working,5028930,Secondary / secondary special
112500,Working,5028929,Secondary / secondary special
112500,Working,5028928,Secondary / secondary special
112500,Working,5028927,Secondary / secondary special
112500,Working,5028926,Secondary / secondary special
112500,Working,5028925,Secondary / secondary special
112500,Working,5028924,Secondary / secondary special
112500,Working,5028923,Secondary / secondary special
112500,Working,5028922,Secondary / secondary special
112500,Working,5028921,Secondary / secondary special
112500,Working,5028920,Secondary / secondary special
112500,Working,5028919,Secondary / secondary special
112500,Working,5028918,Secondary / secondary special
112500,Working,5028917,Secondary / secondary special
112500,Working,5028916,Secondary / secondary special
112500,Working,5028912,Secondary / secondary special
126000,Working,5028911,Secondary / secondary special
67500,Working,5028909,Secondary / secondary special
67500,Working,5028908,Secondary / secondary special
67500,Working,5028907,Secondary / secondary special
67500,Working,5028906,Secondary / secondary special
67500,Working,5028905,Secondary / secondary special
67500,Working,5028904,Secondary / secondary special
67500,Working,5028903,Secondary / secondary special
67500,Working,5028902,Secondary / secondary special
270000,Working,5028901,Lower secondary
270000,Working,5028900,Lower secondary
270000,Working,5028899,Lower secondary
270000,Working,5028898,Lower secondary
270000,Working,5028896,Lower secondary
270000,Working,5028895,Lower secondary
270000,Working,5028894,Lower secondary
270000,Working,5028893,Lower secondary
270000,Working,5028892,Lower secondary
270000,Working,5028891,Lower secondary
270000,Working,5028890,Lower secondary
270000,Working,5028889,Lower secondary
121500,Working,5028885,Secondary / secondary special
234000,Working,5028873,Secondary / secondary special
234000,Working,5028872,Secondary / secondary special
135000,Working,5028869,Secondary / secondary special
135000,Working,5028868,Secondary / secondary special
135000,Working,5028867,Secondary / secondary special
135000,Working,5028866,Secondary / secondary special
270000,Working,5028862,Secondary / secondary special
270000,Working,5028861,Secondary / secondary special
157500,Working,5028858,Secondary / secondary special
157500,Working,5028855,Secondary / secondary special
157500,Working,5028854,Secondary / secondary special
157500,Working,5028853,Secondary / secondary special
157500,Working,5028852,Secondary / secondary special
157500,Working,5028851,Secondary / secondary special
157500,Working,5028850,Secondary / secondary special
157500,Working,5028849,Secondary / secondary special
157500,Working,5028848,Secondary / secondary special
135000,Commercial associate,5028844,Secondary / secondary special
135000,Commercial associate,5028842,Secondary / secondary special
180000,Commercial associate,5028838,Secondary / secondary special
202500,Working,5028837,Higher education
202500,Working,5028836,Higher education
202500,Working,5028835,Higher education
202500,Working,5028834,Higher education
202500,Working,5028833,Higher education
202500,Working,5028832,Higher education
171000,Working,5028831,Secondary / secondary special
171000,Working,5028830,Secondary / secondary special
171000,Working,5028828,Secondary / secondary special
171000,Working,5028827,Secondary / secondary special
180000,Commercial associate,5028825,Secondary / secondary special
180000,Commercial associate,5028824,Secondary / secondary special
180000,Commercial associate,5028823,Secondary / secondary special
135000,Commercial associate,5028821,Higher education
450000,Working,5028820,Higher education
450000,Working,5028819,Higher education
450000,Working,5028818,Higher education
450000,Working,5028817,Higher education
112500,Working,5028803,Secondary / secondary special
112500,Working,5028802,Secondary / secondary special
225000,Working,5028801,Higher education
112500,Commercial associate,5028800,Secondary / secondary special
112500,Commercial associate,5028799,Secondary / secondary special
112500,Commercial associate,5028798,Secondary / secondary special
112500,Commercial associate,5028797,Secondary / secondary special
112500,Commercial associate,5028796,Secondary / secondary special
112500,Commercial associate,5028795,Secondary / secondary special
112500,Commercial associate,5028794,Secondary / secondary special
112500,Commercial associate,5028793,Secondary / secondary special
112500,Commercial associate,5028792,Secondary / secondary special
112500,Commercial associate,5028791,Secondary / secondary special
108000,Working,5028778,Secondary / secondary special
108000,Working,5028777,Secondary / secondary special
135000,Working,5028773,Higher education
135000,Working,5028772,Higher education
135000,Working,5028771,Higher education
135000,Working,5028770,Higher education
67500,Working,5028762,Secondary / secondary special
67500,Working,5028761,Secondary / secondary special
67500,Working,5028759,Secondary / secondary special
157500,Commercial associate,5028744,Secondary / secondary special
225000,Working,5028743,Secondary / secondary special
225000,Working,5028742,Secondary / secondary special
360000,Commercial associate,5028739,Secondary / secondary special
360000,Commercial associate,5028738,Secondary / secondary special
360000,Commercial associate,5028737,Secondary / secondary special
360000,Commercial associate,5028736,Secondary / secondary special
360000,Commercial associate,5028735,Secondary / secondary special
360000,Commercial associate,5028733,Secondary / secondary special
360000,Commercial associate,5028732,Secondary / secondary special
360000,Commercial associate,5028731,Secondary / secondary special
360000,Commercial associate,5028730,Secondary / secondary special
360000,Commercial associate,5028729,Secondary / secondary special
360000,Commercial associate,5028728,Secondary / secondary special
360000,Commercial associate,5028727,Secondary / secondary special
360000,Commercial associate,5028726,Secondary / secondary special
360000,Commercial associate,5028725,Secondary / secondary special
360000,Commercial associate,5028724,Secondary / secondary special
360000,Commercial associate,5028723,Secondary / secondary special
225000,Commercial associate,5028722,Higher education
225000,Commercial associate,5028720,Higher education
112500,Working,5028701,Secondary / secondary special
270000,Working,5028700,Higher education
270000,Working,5028699,Higher education
270000,Working,5028698,Higher education
270000,Working,5028697,Higher education
180000,Commercial associate,5028696,Higher education
180000,Commercial associate,5028695,Higher education
180000,Commercial associate,5028694,Higher education
180000,Commercial associate,5028693,Higher education
360000,Commercial associate,5028692,Higher education
360000,Commercial associate,5028691,Higher education
157500,Working,5028689,Secondary / secondary special
157500,Working,5028688,Secondary / secondary special
157500,Working,5028687,Secondary / secondary special
157500,Working,5028686,Secondary / secondary special
157500,Working,5028685,Secondary / secondary special
157500,Working,5028684,Secondary / secondary special
157500,Working,5028683,Secondary / secondary special
405000,Commercial associate,5028646,Higher education
405000,Commercial associate,5028645,Higher education
405000,Commercial associate,5028644,Higher education
405000,Commercial associate,5028643,Higher education
405000,Commercial associate,5028642,Higher education
450000,Commercial associate,5028641,Secondary / secondary special
450000,Commercial associate,5028640,Secondary / secondary special
450000,Commercial associate,5028639,Secondary / secondary special
450000,Commercial associate,5028638,Secondary / secondary special
450000,Commercial associate,5028637,Secondary / secondary special
270000,Working,5028636,Secondary / secondary special
270000,Working,5028635,Secondary / secondary special
270000,Working,5028634,Secondary / secondary special
135000,Working,5028632,Incomplete higher
135000,Working,5028631,Incomplete higher
118350,Working,5028630,Higher education
157500,Commercial associate,5028627,Secondary / secondary special
135000,Commercial associate,5028626,Secondary / secondary special
135000,Commercial associate,5028625,Secondary / secondary special
135000,Commercial associate,5028624,Secondary / secondary special
135000,Commercial associate,5028623,Secondary / secondary special
135000,Commercial associate,5028622,Secondary / secondary special
180000,Commercial associate,5028621,Secondary / secondary special
135000,Working,5028617,Higher education
135000,Working,5028616,Higher education
225000,Commercial associate,5028615,Higher education
225000,Commercial associate,5028614,Higher education
225000,Commercial associate,5028612,Higher education
225000,Commercial associate,5028611,Higher education
225000,Commercial associate,5028610,Higher education
283500,Working,5028608,Secondary / secondary special
283500,Working,5028607,Secondary / secondary special
283500,Working,5028606,Secondary / secondary special
283500,Working,5028605,Secondary / secondary special
283500,Working,5028604,Secondary / secondary special
148500,Commercial associate,5028602,Secondary / secondary special
148500,Commercial associate,5028601,Secondary / secondary special
225000,State servant,5028600,Higher education
225000,State servant,5028599,Higher education
225000,State servant,5028598,Higher education
225000,State servant,5028595,Higher education
225000,State servant,5028594,Higher education
135000,Working,5028592,Secondary / secondary special
135000,Working,5028591,Secondary / secondary special
135000,Working,5028590,Secondary / secondary special
540000,Commercial associate,5028582,Higher education
540000,Commercial associate,5028581,Higher education
540000,Commercial associate,5028580,Higher education
315000,Commercial associate,5028569,Secondary / secondary special
315000,Commercial associate,5028568,Secondary / secondary special
315000,Commercial associate,5028567,Secondary / secondary special
315000,Commercial associate,5028565,Secondary / secondary special
315000,Commercial associate,5028564,Secondary / secondary special
315000,Commercial associate,5028563,Secondary / secondary special
315000,Commercial associate,5028562,Secondary / secondary special
315000,Commercial associate,5028561,Secondary / secondary special
315000,Commercial associate,5028560,Secondary / secondary special
315000,Commercial associate,5028559,Secondary / secondary special
315000,Commercial associate,5028558,Secondary / secondary special
315000,Commercial associate,5028557,Secondary / secondary special
315000,Commercial associate,5028556,Secondary / secondary special
315000,Commercial associate,5028555,Secondary / secondary special
315000,Commercial associate,5028554,Secondary / secondary special
315000,Commercial associate,5028553,Secondary / secondary special
315000,Commercial associate,5028552,Secondary / secondary special
315000,Commercial associate,5028551,Secondary / secondary special
292500,Working,5028550,Secondary / secondary special
292500,Working,5028549,Secondary / secondary special
292500,Working,5028548,Secondary / secondary special
292500,Working,5028547,Secondary / secondary special
99000,Commercial associate,5028546,Incomplete higher
99000,Commercial associate,5028545,Incomplete higher
99000,Commercial associate,5028544,Incomplete higher
171000,Working,5028534,Secondary / secondary special
171000,Working,5028533,Secondary / secondary special
171000,Working,5028532,Secondary / secondary special
171000,Working,5028531,Secondary / secondary special
171000,Working,5028530,Secondary / secondary special
171000,Working,5028529,Secondary / secondary special
180000,Commercial associate,5028527,Higher education
180000,Commercial associate,5028526,Higher education
180000,Commercial associate,5028525,Higher education
180000,Commercial associate,5028524,Higher education
180000,Commercial associate,5028522,Higher education
180000,Commercial associate,5028521,Higher education
180000,Commercial associate,5028520,Higher education
180000,Commercial associate,5028519,Higher education
180000,Commercial associate,5028518,Higher education
225000,Working,5028517,Secondary / secondary special
225000,Working,5028516,Secondary / secondary special
225000,Working,5028515,Secondary / secondary special
225000,Working,5028514,Secondary / secondary special
135000,Working,5028510,Secondary / secondary special
157500,Commercial associate,5028507,Higher education
157500,Commercial associate,5028506,Higher education
157500,Commercial associate,5028505,Higher education
157500,Commercial associate,5028504,Higher education
265500,Working,5028503,Higher education
265500,Working,5028502,Higher education
265500,Working,5028501,Higher education
265500,Working,5028500,Higher education
265500,Working,5028499,Higher education
112500,Working,5028498,Secondary / secondary special
180000,Working,5028497,Higher education
180000,Working,5028496,Higher education
180000,Working,5028495,Higher education
225000,Working,5028494,Secondary / secondary special
405000,Working,5028489,Secondary / secondary special
405000,Working,5028488,Secondary / secondary special
405000,Working,5028487,Secondary / secondary special
405000,Working,5028486,Secondary / secondary special
405000,Working,5028484,Secondary / secondary special
405000,Working,5028483,Secondary / secondary special
148500,Working,5028480,Secondary / secondary special
148500,Working,5028479,Secondary / secondary special
148500,Working,5028478,Secondary / secondary special
135000,Working,5028470,Secondary / secondary special
135000,Working,5028469,Secondary / secondary special
135000,Working,5028468,Secondary / secondary special
157500,State servant,5028460,Secondary / secondary special
180000,State servant,5028459,Secondary / secondary special
180000,State servant,5028458,Secondary / secondary special
180000,State servant,5028457,Secondary / secondary special
180000,State servant,5028456,Secondary / secondary special
180000,State servant,5028455,Secondary / secondary special
180000,State servant,5028454,Secondary / secondary special
162000,Working,5028448,Secondary / secondary special
162000,Working,5028447,Secondary / secondary special
162000,Working,5028446,Secondary / secondary special
162000,Working,5028445,Secondary / secondary special
315000,Working,5028444,Higher education
315000,Working,5028443,Higher education
315000,Working,5028442,Higher education
315000,Working,5028441,Higher education
315000,Working,5028440,Higher education
315000,Working,5028439,Higher education
315000,Working,5028438,Higher education
315000,Working,5028437,Higher education
180000,Working,5028436,Secondary / secondary special
180000,Working,5028435,Secondary / secondary special
180000,Working,5028434,Secondary / secondary special
180000,Working,5028433,Secondary / secondary special
225000,State servant,5028432,Secondary / secondary special
225000,State servant,5028431,Secondary / secondary special
90000,Working,5028427,Secondary / secondary special
90000,Working,5028426,Secondary / secondary special
90000,Working,5028425,Secondary / secondary special
90000,Working,5028424,Secondary / secondary special
90000,Working,5028423,Secondary / secondary special
90000,Working,5028422,Secondary / secondary special
189000,Working,5028421,Secondary / secondary special
189000,Working,5028420,Secondary / secondary special
189000,Working,5028418,Secondary / secondary special
189000,Working,5028417,Secondary / secondary special
247500,Commercial associate,5028416,Secondary / secondary special
247500,Commercial associate,5028415,Secondary / secondary special
247500,Commercial associate,5028414,Secondary / secondary special
247500,Commercial associate,5028413,Secondary / secondary special
247500,Commercial associate,5028412,Secondary / secondary special
247500,Commercial associate,5028411,Secondary / secondary special
247500,Commercial associate,5028410,Secondary / secondary special
247500,Commercial associate,5028409,Secondary / secondary special
247500,Commercial associate,5028408,Secondary / secondary special
247500,Commercial associate,5028407,Secondary / secondary special
247500,Commercial associate,5028405,Secondary / secondary special
247500,Commercial associate,5028404,Secondary / secondary special
247500,Commercial associate,5028403,Secondary / secondary special
247500,Commercial associate,5028402,Secondary / secondary special
247500,Commercial associate,5028401,Secondary / secondary special
337500,Working,5028389,Secondary / secondary special
337500,Working,5028388,Secondary / secondary special
337500,Working,5028387,Secondary / secondary special
337500,Working,5028386,Secondary / secondary special
337500,Working,5028385,Secondary / secondary special
337500,Working,5028384,Secondary / secondary special
337500,Working,5028383,Secondary / secondary special
337500,Working,5028382,Secondary / secondary special
135000,Working,5028381,Secondary / secondary special
135000,Working,5028380,Secondary / secondary special
135000,Working,5028379,Secondary / secondary special
135000,Working,5028378,Secondary / secondary special
180000,Working,5028377,Secondary / secondary special
180000,Working,5028376,Secondary / secondary special
180000,Working,5028375,Secondary / secondary special
180000,Working,5028374,Secondary / secondary special
180000,Working,5028373,Secondary / secondary special
180000,Working,5028371,Secondary / secondary special
225000,Working,5028367,Secondary / secondary special
225000,Working,5028366,Secondary / secondary special
225000,Working,5028365,Secondary / secondary special
135000,Working,5028363,Secondary / secondary special
135000,Working,5028362,Secondary / secondary special
180000,Working,5028360,Secondary / secondary special
180000,Working,5028359,Secondary / secondary special
180000,Working,5028358,Secondary / secondary special
180000,Working,5028357,Secondary / secondary special
180000,Working,5028356,Secondary / secondary special
337500,Working,5028355,Higher education
337500,Working,5028354,Higher education
157500,Commercial associate,5028351,Secondary / secondary special
157500,Commercial associate,5028350,Secondary / secondary special
157500,Commercial associate,5028349,Secondary / secondary special
157500,Commercial associate,5028348,Secondary / secondary special
157500,Commercial associate,5028346,Secondary / secondary special
225000,Working,5028343,Higher education
225000,Working,5028342,Higher education
225000,Working,5028341,Higher education
225000,Working,5028338,Higher education
225000,Working,5028337,Higher education
76500,State servant,5028331,Secondary / secondary special
76500,State servant,5028330,Secondary / secondary special
76500,State servant,5028329,Secondary / secondary special
180000,Working,5028327,Secondary / secondary special
180000,Working,5028326,Secondary / secondary special
157500,Commercial associate,5028318,Secondary / secondary special
157500,Commercial associate,5028316,Secondary / secondary special
157500,Commercial associate,5028315,Secondary / secondary special
157500,Commercial associate,5028314,Secondary / secondary special
157500,Commercial associate,5028313,Secondary / secondary special
157500,Commercial associate,5028312,Secondary / secondary special
157500,Commercial associate,5028311,Secondary / secondary special
157500,Commercial associate,5028310,Secondary / secondary special
157500,Commercial associate,5028309,Secondary / secondary special
157500,Commercial associate,5028308,Secondary / secondary special
157500,Commercial associate,5028307,Secondary / secondary special
360000,Commercial associate,5028305,Incomplete higher
360000,Commercial associate,5028304,Incomplete higher
360000,Commercial associate,5028303,Incomplete higher
360000,Commercial associate,5028302,Incomplete higher
360000,Commercial associate,5028301,Incomplete higher
360000,Commercial associate,5028300,Incomplete higher
135000,Working,5028296,Secondary / secondary special
292500,Working,5028294,Higher education
292500,Working,5028293,Higher education
292500,Working,5028292,Higher education
360000,Working,5028277,Incomplete higher
360000,Working,5028276,Incomplete higher
360000,Working,5028275,Incomplete higher
360000,Working,5028274,Incomplete higher
270000,Working,5028272,Secondary / secondary special
270000,Working,5028271,Secondary / secondary special
270000,Working,5028270,Secondary / secondary special
270000,Working,5028269,Secondary / secondary special
202500,Working,5028268,Secondary / secondary special
202500,Working,5028267,Secondary / secondary special
112500,Working,5028266,Secondary / secondary special
112500,Working,5028265,Secondary / secondary special
180000,Working,5028263,Secondary / secondary special
130500,Working,5028261,Secondary / secondary special
130500,Working,5028260,Secondary / secondary special
130500,Working,5028259,Secondary / secondary special
